Date,C,GS,JPM,MS
10/24/17,74.24,244.84,92.32,51.07
10/25/17,73.62,241.71,92.41,50.53
10/26/17,73.79,241.72,93.07,50.77
10/27/17,73.87,241.71,93.10,51.16
10/30/17,73.78,240.89,92.77,50.46
10/31/17,73.50,242.48,92.04,50.00
11/1/17,74.03,244.26,92.32,49.63
11/2/17,74.74,246.88,92.93,50.42
11/3/17,74.05,244.40,92.77,50.02
11/6/17,73.80,243.49,92.19,50.14
11/7/17,72.71,239.81,90.33,49.39
11/8/17,72.34,241.25,89.32,49.04
11/9/17,72.43,240.79,89.31,48.82
11/10/17,72.25,240.15,89.20,48.76
11/13/17,71.99,240.27,89.52,48.63
11/14/17,71.53,237.24,88.98,48.38
11/15/17,71.73,237.61,89.82,48.10
11/16/17,71.67,239.37,90.08,48.60
11/17/17,71.33,238.02,89.78,48.70
11/20/17,72.05,238.13,90.57,49.11
11/21/17,72.38,238.02,90.50,49.38
11/22/17,72.26,236.43,90.23,49.09
11/24/17,72.02,235.95,89.94,49.06
11/27/17,71.39,235.11,89.58,49.00
11/28/17,73.70,239.41,92.72,50.40
11/29/17,75.04,241.36,94.89,51.32
11/30/17,75.50,247.64,95.61,51.61
12/1/17,75.51,248.95,95.86,51.95
12/4/17,77.10,250.65,97.84,52.68
12/5/17,76.54,248.33,96.71,52.01
12/6/17,75.44,245.95,95.99,51.69
12/7/17,74.98,248.56,95.70,52.35
12/8/17,75.71,250.35,96.90,52.89
12/11/17,75.85,250.13,96.62,52.77
12/12/17,76.15,257.68,97.74,53.85
12/13/17,75.14,255.56,96.52,53.18
12/14/17,73.92,255.48,95.74,52.64
12/15/17,74.77,257.17,97.10,53.10
12/18/17,75.67,260.02,97.85,53.24
12/19/17,74.70,256.48,97.43,52.93
12/20/17,74.66,255.18,97.10,52.51
12/21/17,75.82,261.01,98.64,52.88
12/22/17,75.49,258.97,98.29,52.72
12/26/17,74.78,257.72,97.90,52.47
12/27/17,74.89,255.95,98.08,52.57
12/28/17,75.08,256.50,98.60,52.65
12/29/17,74.41,254.76,97.83,52.47
1/2/18,74.36,255.67,98.75,52.19
1/3/18,74.59,253.29,98.85,52.33
1/4/18,75.51,256.83,100.27,53.13
1/5/18,75.41,255.52,99.62,53.11
1/8/18,74.53,251.81,99.77,52.89
1/9/18,75.31,253.94,100.28,53.30
1/10/18,75.65,254.33,101.38,53.93
1/11/18,75.56,255.13,101.92,54.20
1/12/18,76.84,257.03,103.61,55.12
1/16/18,77.11,258.46,103.24,54.60
1/17/18,77.47,253.65,103.90,55.35
1/18/18,77.39,250.97,104.15,55.84
1/19/18,78.30,256.12,103.92,57.46
1/22/18,78.59,261.52,105.13,57.36
1/23/18,78.55,260.09,105.02,56.91
1/24/18,79.45,265.68,106.36,57.24
1/25/18,79.44,269.03,106.39,56.81
1/26/18,80.08,268.14,106.96,57.60
1/29/18,79.96,272.48,106.85,57.45
1/30/18,78.62,268.94,105.85,56.60
1/31/18,78.48,267.89,106.36,56.55
2/1/18,79.20,272.23,107.47,57.45
2/2/18,77.02,260.04,105.09,55.48
2/5/18,73.27,249.11,100.05,52.55
2/6/18,74.82,258.70,103.09,54.33
2/7/18,74.99,257.10,103.79,54.55
2/8/18,71.87,246.35,99.20,51.79
2/9/18,73.68,249.30,101.19,52.14
2/12/18,74.76,253.16,102.75,53.43
2/13/18,75.18,255.53,103.38,53.39
2/14/18,76.71,262.58,105.78,55.05
2/15/18,77.08,267.68,106.22,55.40
2/16/18,76.82,267.62,105.45,55.14
2/20/18,76.46,264.89,105.48,55.06
2/21/18,77.00,263.40,105.92,55.10
2/22/18,76.27,261.43,105.73,54.86
2/23/18,77.08,266.77,107.87,56.07
2/26/18,77.65,271.26,109.21,57.01
2/27/18,76.38,267.93,107.92,56.72
2/28/18,75.49,262.93,106.21,56.02
3/1/18,73.66,256.78,104.30,54.49
3/2/18,73.68,258.12,104.20,54.74
3/5/18,74.42,263.12,105.80,55.49
3/6/18,74.06,266.93,105.90,56.56
3/7/18,73.92,265.35,105.50,56.88
3/8/18,74.11,266.34,105.51,56.96
3/9/18,76.11,270.77,108.54,58.67
3/12/18,76.02,273.38,108.19,58.91
3/13/18,74.91,268.53,106.90,58.03
3/14/18,73.47,264.43,105.70,56.99
3/15/18,73.34,266.61,105.97,57.22
3/16/18,73.47,267.60,106.15,57.51
3/19/18,72.70,262.53,105.32,56.95
3/20/18,72.92,263.19,105.42,57.47
3/21/18,73.32,261.85,105.51,57.11
3/22/18,70.31,252.60,101.10,54.64
3/23/18,67.90,245.26,98.40,52.07
3/26/18,69.78,254.88,101.44,54.30
3/27/18,68.28,247.26,99.47,53.15
3/28/18,68.26,249.37,99.31,52.91
3/29/18,67.50,251.86,101.12,53.96
4/2/18,67.71,247.35,99.17,52.72
4/3/18,68.48,250.58,100.53,53.17
4/4/18,69.31,252.62,102.06,53.67
4/5/18,70.22,255.81,103.40,54.86
4/6/18,68.60,249.97,100.82,53.04
4/9/18,69.44,252.19,102.03,53.35
4/10/18,70.51,256.57,103.98,54.14
4/11/18,69.89,252.94,102.24,52.74
4/12/18,72.13,259.59,104.78,53.85
4/13/18,71.01,255.92,101.94,52.98
4/16/18,70.07,257.88,101.86,53.40
4/17/18,69.74,253.63,101.86,53.24
4/18/18,68.98,254.00,101.03,53.26
4/19/18,70.28,254.17,103.25,54.70
4/20/18,70.00,251.96,103.02,54.46
4/23/18,69.48,246.67,102.52,53.64
4/24/18,69.12,242.49,102.04,53.07
4/25/18,69.36,239.23,101.65,52.04
4/26/18,69.18,240.09,101.76,52.20
4/27/18,68.99,239.80,101.11,51.86
4/30/18,68.27,238.33,100.54,51.62
5/1/18,68.25,236.67,100.54,51.81
5/2/18,67.99,234.05,99.74,51.70
5/3/18,67.94,233.41,99.11,51.08
5/4/18,67.94,234.94,100.21,51.40
5/7/18,68.50,237.20,101.08,52.39
5/8/18,71.00,237.00,102.58,53.38
5/9/18,71.95,241.73,104.81,54.14
5/10/18,72.57,243.44,105.63,55.04
5/11/18,72.86,242.92,105.23,55.20
5/14/18,72.62,243.91,105.27,55.22
5/15/18,72.68,241.56,104.46,54.85
5/16/18,71.95,240.96,104.75,54.97
5/17/18,71.56,239.10,104.40,54.87
5/18/18,69.96,237.00,102.71,53.92
5/21/18,70.43,237.70,103.65,54.36
5/22/18,71.08,238.00,104.45,54.88
5/23/18,70.24,237.81,103.96,54.35
5/24/18,69.31,236.10,102.80,54.00
5/25/18,68.44,235.01,102.27,53.01
5/29/18,65.71,227.03,97.90,49.96
5/30/18,66.68,229.16,100.14,50.97
5/31/18,66.69,225.88,98.90,50.14
6/1/18,67.28,228.35,100.18,51.21
6/4/18,67.34,229.89,100.23,51.55
6/5/18,66.76,228.34,99.67,50.78
6/6/18,68.23,232.23,102.00,51.91
6/7/18,68.45,233.45,102.40,52.14
6/8/18,68.47,233.39,102.69,51.91
6/11/18,68.11,234.09,102.43,51.78
6/12/18,67.61,232.63,101.84,51.32
6/13/18,67.29,233.83,101.64,51.60
6/14/18,66.16,233.65,99.84,51.31
6/15/18,66.34,231.92,99.72,51.16
6/18/18,66.75,231.39,99.98,50.77
6/19/18,66.78,228.32,99.40,49.92
6/20/18,67.38,227.82,99.39,49.89
6/21/18,67.63,226.98,99.36,49.79
6/22/18,67.20,226.02,97.74,48.89
6/25/18,65.75,221.54,96.85,47.93
6/26/18,66.31,221.58,96.91,47.79
6/27/18,65.46,220.18,95.42,47.19
6/28/18,66.88,223.42,96.98,48.29
6/29/18,66.92,220.57,96.30,47.40
7/2/18,67.16,223.26,97.12,47.72
7/3/18,66.06,220.38,95.76,47.02
7/5/18,66.56,220.74,96.38,46.70
7/6/18,67.14,221.79,96.70,47.09
7/9/18,68.94,227.99,99.69,48.41
7/10/18,68.23,226.85,99.08,48.10
7/11/18,67.91,225.66,98.86,47.75
7/12/18,68.51,227.22,99.29,48.02
7/13/18,67.00,226.41,98.83,48.08
7/16/18,69.46,231.44,102.75,48.90
7/17/18,69.35,231.02,102.68,49.18
7/18/18,69.85,231.24,103.64,50.56
7/19/18,68.99,229.63,102.11,49.85
7/20/18,69.22,231.69,103.41,50.27
7/23/18,70.21,233.76,105.33,50.74
7/24/18,71.07,235.88,106.07,50.98
7/25/18,71.72,236.69,107.03,51.04
7/26/18,71.34,237.11,106.72,50.99
7/27/18,71.69,237.64,107.82,51.05
7/30/18,72.29,238.95,108.47,50.90
7/31/18,71.89,237.43,106.82,50.56
8/1/18,71.93,236.04,107.48,50.18
8/2/18,71.84,233.99,107.93,49.81
8/3/18,72.39,234.09,108.80,49.91
8/6/18,72.40,235.93,108.83,49.99
8/7/18,72.41,237.83,109.23,50.13
8/8/18,72.89,236.37,109.45,50.12
8/9/18,71.98,233.78,108.61,49.44
8/10/18,70.26,229.61,107.54,48.39
8/13/18,69.16,226.86,105.83,47.35
8/14/18,70.01,229.56,106.54,47.86
8/15/18,68.65,229.25,105.65,47.45
8/16/18,69.56,233.00,106.65,48.30
8/17/18,69.67,233.38,106.65,48.37
8/20/18,70.53,235.78,106.51,48.29
8/21/18,71.24,238.65,107.16,48.54
8/22/18,71.12,239.34,106.83,48.60
8/23/18,70.81,236.34,106.61,48.13
8/24/18,70.67,235.11,106.56,48.14
8/27/18,72.39,242.60,108.45,49.89
8/28/18,72.38,242.37,107.92,50.00
8/29/18,72.53,241.40,107.57,49.95
8/30/18,71.46,239.40,107.04,49.30
8/31/18,71.24,237.81,106.47,48.83
9/4/18,71.40,237.66,107.00,48.71
9/5/18,71.17,237.56,106.48,48.72
9/6/18,70.11,234.52,106.03,47.93
9/7/18,69.64,233.91,106.23,48.22
9/10/18,69.63,231.91,105.66,47.94
9/11/18,69.43,230.21,106.33,47.86
9/12/18,70.51,228.15,105.08,47.48
9/13/18,70.15,228.33,105.49,47.72
9/14/18,70.54,229.24,105.47,48.19
9/17/18,70.88,227.89,105.78,47.68
9/18/18,71.36,228.89,106.21,47.85
9/19/18,73.72,235.58,109.30,49.10
9/20/18,74.79,237.40,110.24,49.88
9/21/18,74.15,235.34,109.51,49.41
9/24/18,73.84,232.90,108.46,48.56
9/25/18,73.51,232.50,108.15,48.28
9/26/18,72.45,228.88,106.88,47.70
9/27/18,72.95,227.74,106.42,47.77
9/28/18,71.74,224.24,104.85,46.57
10/1/18,71.93,225.33,105.47,46.63
10/2/18,71.80,226.07,105.90,46.63
10/3/18,72.36,227.78,106.90,47.11
10/4/18,72.62,227.48,107.86,47.27
10/5/18,72.42,225.71,107.25,46.75
10/8/18,72.59,225.35,107.91,47.02
10/9/18,71.89,222.91,107.16,46.16
10/10/18,69.95,214.89,104.31,44.62
10/11/18,68.38,212.97,101.18,43.49
10/12/18,69.84,213.87,100.08,43.43
10/15/18,69.21,215.22,99.51,43.47
10/16/18,69.71,221.70,101.64,45.94
10/17/18,69.84,228.28,102.77,47.19
10/18/18,68.62,224.95,101.14,46.03
10/19/18,68.86,226.96,100.98,46.42
10/22/18,66.59,221.60,99.53,45.11
10/23/18,65.73,218.56,98.49,44.52
10/24/18,63.80,209.18,96.65,43.49
10/25/18,64.97,214.01,98.12,44.55
10/26/18,64.21,212.36,96.77,43.97
10/29/18,64.35,214.49,98.11,43.95
10/30/18,64.53,219.28,99.84,44.50
10/31/18,65.46,225.37,102.01,45.66
11/1/18,65.83,226.97,101.98,45.89
11/2/18,65.92,229.69,101.42,45.95
11/5/18,67.30,228.72,102.08,45.82
11/6/18,66.68,228.20,102.56,45.72
11/7/18,68.26,231.28,104.32,46.61
11/8/18,67.78,231.65,105.16,46.43
11/9/18,65.76,222.65,104.14,45.73
11/12/18,64.21,206.05,101.95,44.13
11/13/18,64.78,205.05,102.55,44.68
11/14/18,63.50,202.49,100.43,43.85
11/15/18,64.60,203.74,103.00,44.30
11/16/18,64.95,202.12,102.92,44.13
11/19/18,64.62,198.22,103.71,44.41
11/20/18,62.53,191.34,101.48,43.10
11/21/18,62.87,192.60,100.72,43.73
11/23/18,61.75,189.10,99.80,43.08
11/26/18,63.73,194.34,102.24,44.28
11/27/18,63.46,193.65,102.67,44.05
11/28/18,65.58,198.35,103.81,45.31
11/29/18,64.90,194.85,102.99,44.51
11/30/18,64.79,190.69,104.05,44.39
12/3/18,65.16,191.63,105.03,45.41
12/4/18,62.26,184.31,100.34,43.12
12/6/18,60.06,184.09,98.43,42.61
12/7/18,58.35,179.67,96.65,41.32
12/10/18,57.07,178.83,94.85,40.71
12/11/18,56.22,176.80,93.92,40.62
12/12/18,55.98,176.70,94.53,40.81
12/13/18,55.77,175.92,94.62,40.60
12/14/18,55.02,172.77,93.85,39.64
12/17/18,54.25,168.01,92.65,39.60
12/18/18,53.93,171.50,92.21,39.89
12/19/18,52.82,169.25,91.04,39.30
12/20/18,52.27,168.41,90.25,38.91
12/21/18,50.24,160.05,88.12,37.68
12/24/18,49.26,156.35,86.22,37.01
12/26/18,51.44,162.93,89.79,39.30
12/27/18,51.77,165.41,90.80,39.66
12/28/18,51.83,163.03,90.61,39.37
12/31/18,52.06,167.05,91.35,39.65
1/2/19,53.53,172.03,92.93,40.40
1/3/19,52.56,169.51,91.61,39.68
1/4/19,55.13,175.05,94.99,41.30
1/7/19,55.61,176.02,95.05,41.71
1/8/19,55.46,175.37,94.87,41.45
1/9/19,56.38,176.47,94.71,41.74
1/10/19,56.44,176.00,94.70,41.66
1/11/19,56.69,176.93,94.25,41.74
1/14/19,58.93,178.72,95.22,42.48
1/15/19,61.38,179.91,95.92,42.88
1/16/19,62.19,197.08,96.69,44.49
1/17/19,62.47,199.09,97.09,42.53
1/18/19,63.12,202.54,98.66,43.69
1/22/19,61.85,197.68,97.11,42.41
1/23/19,62.13,196.90,96.86,42.15
1/24/19,62.71,197.80,96.92,42.05
1/25/19,64.02,200.74,97.53,42.98
1/28/19,63.85,199.72,97.99,42.65
1/29/19,63.21,200.50,98.27,42.49
1/30/19,64.22,202.48,98.49,42.79
1/31/19,64.46,198.01,97.64,42.30
2/1/19,63.67,196.54,97.99,41.82
2/4/19,64.06,197.72,98.34,42.46
2/5/19,63.81,198.01,97.91,42.45
2/6/19,63.89,196.62,97.86,42.38
2/7/19,62.81,193.07,96.58,41.48
2/8/19,62.01,191.67,95.62,40.81
2/11/19,61.61,191.33,95.16,40.21
2/12/19,62.67,194.49,96.79,41.15
2/13/19,63.04,194.69,97.25,41.19
2/14/19,62.42,192.53,96.62,40.72
2/15/19,64.27,198.50,99.57,41.99
2/19/19,64.38,198.67,99.22,42.16
2/20/19,64.64,198.60,99.70,42.42
2/21/19,64.32,196.36,99.49,41.96
2/22/19,64.14,196.00,99.05,41.79
2/25/19,64.53,198.65,100.09,42.19
2/26/19,64.12,198.90,99.32,42.41
2/27/19,64.40,198.10,99.20,42.56
2/28/19,63.98,196.70,98.45,41.98
3/1/19,64.47,198.20,98.51,42.50
3/4/19,63.75,195.98,98.29,42.00
3/5/19,62.93,196.00,98.21,41.90
3/6/19,62.51,194.74,97.84,41.62
3/7/19,61.90,192.77,97.14,41.17
3/8/19,62.06,195.24,97.17,41.36
3/11/19,62.31,195.97,98.44,41.85
3/12/19,62.81,196.63,98.15,42.03
3/13/19,63.65,197.25,98.48,42.41
3/14/19,64.11,197.47,99.37,42.69
3/15/19,65.19,198.26,100.51,43.33
3/18/19,65.93,202.47,101.12,44.03
3/19/19,65.63,201.12,100.75,43.95
3/20/19,64.30,194.32,98.60,43.03
3/21/19,63.91,194.58,97.04,43.13
3/22/19,60.98,188.96,94.11,41.72
3/25/19,60.33,188.51,93.32,41.25
3/26/19,61.22,190.69,94.26,41.88
3/27/19,60.73,190.03,93.94,41.37
3/28/19,61.98,191.18,95.00,41.93
3/29/19,62.22,191.99,95.49,42.20
4/1/19,64.36,196.74,98.71,43.53
4/2/19,64.42,197.50,99.18,43.70
4/3/19,65.06,200.86,99.38,44.38
4/4/19,65.82,202.23,100.34,44.93
4/5/19,65.55,202.38,100.10,44.90
4/8/19,66.07,202.54,100.43,44.98
4/9/19,65.20,200.62,99.69,44.26
4/10/19,65.52,202.98,100.13,44.45
4/11/19,65.91,202.83,100.98,44.80
4/12/19,67.42,207.84,105.71,46.69
4/15/19,67.38,199.91,104.50,46.08
4/16/19,69.31,201.84,105.61,47.02
4/17/19,70.35,207.90,108.65,48.26
4/18/19,69.67,205.91,107.85,47.55
4/22/19,69.09,204.60,107.98,47.29
4/23/19,69.20,204.14,108.12,47.35
4/24/19,68.83,200.54,107.94,47.38
4/25/19,68.73,201.40,107.99,47.29
4/26/19,69.51,203.08,108.81,47.89
4/29/19,71.03,206.92,110.38,48.46
4/30/19,70.70,205.92,110.31,48.25
5/1/19,69.96,204.73,109.47,47.57
5/2/19,70.36,204.99,109.70,47.81
5/3/19,70.67,207.52,110.38,48.06
5/6/19,70.41,206.43,109.40,47.71
5/7/19,68.16,202.63,107.61,46.71
5/8/19,68.22,200.95,107.04,46.53
5/9/19,67.63,201.63,106.96,46.45
5/10/19,67.90,202.05,106.95,46.34
5/13/19,64.38,194.97,104.04,44.18
5/14/19,65.26,196.28,104.87,44.01
5/15/19,64.87,196.40,104.47,43.90
5/16/19,65.98,199.14,105.81,44.28
5/17/19,65.07,197.43,105.29,43.88
5/20/19,64.96,197.24,105.84,43.87
5/21/19,66.08,199.11,106.21,44.39
5/22/19,64.66,195.52,105.34,43.49
5/23/19,63.90,191.97,103.27,42.71
5/24/19,64.39,193.00,104.29,42.96
5/28/19,63.79,189.44,103.15,42.17
5/29/19,63.71,188.05,102.87,42.19
5/30/19,63.61,187.37,101.77,41.83
5/31/19,62.15,182.49,100.72,40.69
6/3/19,62.61,183.19,101.20,40.73
6/4/19,65.88,189.88,104.31,42.48
6/5/19,65.78,188.44,104.69,42.43
6/6/19,66.47,189.81,104.91,42.81
6/7/19,65.69,189.81,103.76,42.70
6/10/19,67.12,194.12,104.88,43.29
6/11/19,67.88,194.73,105.21,43.67
6/12/19,66.81,190.22,103.87,42.62
6/13/19,67.08,191.45,104.12,42.95
6/14/19,67.48,191.66,104.39,42.82
6/17/19,66.54,190.83,103.82,42.51
6/18/19,67.98,194.98,105.24,43.34
6/19/19,67.59,195.64,104.48,43.14
6/20/19,68.10,195.70,104.74,43.46
6/21/19,67.97,195.94,104.03,43.58
6/24/19,67.41,197.49,103.29,43.07
6/25/19,66.54,196.06,102.43,42.66
6/26/19,67.22,197.01,103.12,42.99
6/27/19,68.15,199.32,103.46,43.49
6/28/19,70.03,204.60,106.27,43.81
7/1/19,70.74,206.86,108.06,43.95
7/2/19,70.44,205.98,108.17,43.83
7/3/19,70.85,206.04,108.00,43.99
7/5/19,71.40,207.90,108.64,44.21
7/8/19,71.13,205.75,108.05,43.49
7/9/19,71.56,207.77,108.51,43.78
7/10/19,71.13,205.97,108.19,43.31
7/11/19,71.61,211.35,109.23,44.18
7/12/19,71.77,213.94,110.38,44.87
7/15/19,71.71,211.58,109.04,44.43
7/16/19,71.32,215.52,110.20,44.43
7/17/19,70.82,213.30,109.12,43.77
7/18/19,71.79,214.52,109.77,44.43
7/19/19,70.92,213.52,108.69,44.39
7/22/19,71.11,214.00,109.39,44.50
7/23/19,71.99,219.43,111.39,45.10
7/24/19,73.01,222.03,111.84,45.50
7/25/19,71.39,219.98,110.77,44.87
7/26/19,72.16,222.14,111.26,45.74
7/29/19,71.76,220.32,110.90,45.23
7/30/19,71.71,221.40,110.65,44.67
7/31/19,71.16,220.13,111.05,44.56
8/1/19,68.35,211.60,108.12,42.93
8/2/19,67.61,209.37,108.11,42.12
8/5/19,65.18,201.68,104.89,40.49
8/6/19,66.25,206.01,105.71,41.22
8/7/19,65.14,205.74,103.42,40.56
8/8/19,66.74,207.00,105.17,41.27
8/9/19,66.05,206.90,105.05,41.50
8/12/19,64.24,201.52,103.08,40.36
8/13/19,64.83,204.11,104.67,40.69
8/14/19,61.41,195.56,100.32,39.33
8/15/19,61.32,196.18,100.71,39.10
8/16/19,63.48,199.42,103.12,39.94
8/19/19,64.31,202.20,104.05,40.37
8/20/19,63.42,199.98,102.73,39.90
8/21/19,63.25,200.68,103.01,39.94
8/22/19,63.91,202.42,104.08,40.27
8/23/19,61.95,196.20,101.49,39.33
8/26/19,62.72,199.65,102.31,40.16
8/27/19,61.66,198.07,101.22,39.79
8/28/19,62.36,200.42,102.24,40.38
8/29/19,63.90,203.44,104.56,41.29
8/30/19,64.35,203.91,105.17,41.49
9/3/19,63.42,198.97,103.92,40.99
9/4/19,64.28,201.73,105.18,41.53
9/5/19,66.34,207.05,107.57,42.47
9/6/19,65.97,207.21,107.80,42.18
9/9/19,68.79,211.98,110.47,43.11
9/10/19,68.98,215.63,111.88,43.58
9/11/19,68.90,216.80,112.18,43.94
9/12/19,69.30,218.74,112.87,44.32
9/13/19,70.39,219.90,115.09,45.16
9/16/19,69.83,217.22,114.07,44.75
9/17/19,69.48,215.91,113.51,44.21
9/18/19,70.09,217.08,114.64,44.36
9/19/19,69.73,215.23,114.28,44.02
9/20/19,69.35,213.74,113.82,43.67
9/23/19,69.55,213.46,113.80,43.56
9/24/19,67.90,207.75,112.32,42.54
9/25/19,69.38,210.03,112.96,43.04
9/26/19,69.11,208.22,112.03,42.62
9/27/19,69.46,208.97,112.69,42.84
9/30/19,69.08,207.23,112.66,42.67
10/1/19,68.15,202.69,110.61,41.38
10/2/19,66.26,198.25,108.41,40.23
10/3/19,66.70,197.24,108.26,40.25
10/4/19,68.18,200.80,110.60,40.78
10/7/19,68.15,200.40,110.36,40.68
10/8/19,66.40,197.37,107.90,39.82
10/9/19,67.43,196.85,108.68,40.44
10/10/19,68.62,199.87,110.21,41.05
10/11/19,70.10,204.68,112.07,41.93
10/14/19,70.24,205.82,112.37,42.25
10/15/19,71.22,206.46,115.76,42.53
10/16/19,69.50,207.42,115.49,42.79
10/17/19,69.60,206.46,116.13,43.44
10/18/19,69.74,206.52,116.34,43.66
10/21/19,71.81,209.25,119.22,44.98
10/22/19,72.06,209.60,120.42,45.38
10/23/19,72.45,211.32,120.74,45.91
10/24/19,72.30,211.05,120.65,45.76
10/25/19,73.17,214.23,121.61,46.37
10/28/19,73.59,217.75,122.08,46.84
10/29/19,73.09,217.64,122.00,46.83
10/30/19,72.97,215.81,121.32,46.26
10/31/19,71.86,213.38,120.54,46.05
11/1/19,73.84,217.39,123.32,47.33
11/4/19,75.15,219.87,124.31,48.83
11/5/19,74.83,218.64,124.58,48.75
11/6/19,74.42,218.42,124.77,48.56
11/7/19,75.81,223.29,125.44,48.66
11/8/19,76.12,222.91,125.81,49.15
11/11/19,75.60,219.03,125.37,49.09
11/12/19,75.07,220.41,124.63,49.01
11/13/19,73.91,219.32,123.98,48.39
11/14/19,73.84,219.43,124.09,48.61
11/15/19,74.40,220.25,124.99,48.99
11/18/19,74.40,219.73,126.04,49.03
11/19/19,74.82,220.04,126.00,49.33
11/20/19,73.91,217.91,125.09,49.10
11/21/19,73.90,218.23,125.38,48.84
11/22/19,74.87,220.28,126.21,49.25
11/25/19,75.68,222.75,126.88,49.96
11/26/19,75.46,222.45,127.06,49.41
11/27/19,75.72,222.95,127.43,49.78
11/29/19,75.12,221.35,127.14,49.48
12/2/19,74.52,217.64,126.86,49.08
12/3/19,73.33,212.24,125.23,48.11
12/4/19,74.23,215.94,127.70,48.84
12/5/19,74.71,217.14,128.40,49.07
12/6/19,75.81,224.61,130.31,49.80
12/9/19,75.33,221.81,129.70,49.60
12/10/19,75.78,221.88,129.79,49.67
12/11/19,75.55,221.19,129.48,49.45
12/12/19,77.05,226.05,133.18,50.69
12/13/19,76.39,225.00,132.02,50.24
12/16/19,76.91,228.04,132.53,50.72
12/17/19,77.74,231.15,133.34,50.90
12/18/19,77.92,230.45,133.20,50.66
12/19/19,78.20,229.94,132.54,50.86
12/20/19,78.51,228.93,132.43,50.69
12/23/19,78.76,229.09,132.39,50.72
12/24/19,78.59,229.91,132.76,50.69
12/26/19,79.83,231.21,134.17,51.11
12/27/19,79.67,230.66,134.26,51.09
12/30/19,79.51,229.80,133.77,50.96
12/31/19,79.89,229.93,134.52,51.12
1/2/20,81.23,234.32,136.15,52.04
1/3/20,79.70,231.58,134.35,51.20
1/6/20,79.45,233.95,134.24,51.02
1/7/20,78.76,235.49,131.96,50.92
1/8/20,79.36,237.76,132.99,51.57
1/9/20,80.08,242.60,133.48,52.06
1/10/20,79.25,242.11,132.14,52.21
1/13/20,80.65,245.21,133.24,52.78
1/14/20,81.91,245.66,134.80,52.86
1/15/20,81.24,245.21,132.78,52.94
1/16/20,81.00,249.72,133.29,56.44
1/17/20,81.12,249.46,134.21,57.51
1/21/20,79.90,245.70,132.89,55.92
1/22/20,80.10,247.05,132.74,55.86
1/23/20,79.80,245.58,132.60,55.53
1/24/20,78.42,241.92,129.31,54.55
1/27/20,76.71,238.14,128.22,53.11
1/28/20,77.24,242.58,130.55,54.02
1/29/20,76.48,240.12,130.36,53.68
1/30/20,77.43,244.13,131.97,53.82
1/31/20,74.41,237.75,128.54,52.26
2/3/20,75.13,239.01,129.52,52.60
2/4/20,76.50,241.94,131.39,54.02
2/5/20,78.85,244.30,133.62,54.99
2/6/20,78.97,241.82,133.64,55.01
2/7/20,78.69,238.00,133.21,55.03
2/10/20,78.48,237.36,133.77,55.35
2/11/20,79.09,236.46,134.02,55.78
2/12/20,79.33,238.65,134.02,56.18
2/13/20,79.00,238.35,133.90,55.93
2/14/20,78.79,237.08,133.49,55.84
2/18/20,77.58,233.21,131.73,55.52
2/19/20,78.05,237.33,133.52,56.31
2/20/20,78.22,232.73,133.52,53.75
2/21/20,76.44,230.62,131.89,52.42
2/24/20,72.53,224.54,128.35,49.68
2/25/20,69.43,217.61,122.62,48.03
2/26/20,68.18,215.78,122.99,47.24
2/27/20,64.45,205.69,117.87,45.41
2/28/20,63.46,200.77,112.76,45.03
3/2/20,67.59,209.47,118.01,46.48
3/3/20,65.05,203.43,113.59,44.40
3/4/20,67.39,208.74,116.39,45.24
3/5/20,63.49,198.79,110.68,42.59
3/6/20,61.28,192.85,104.96,41.84
3/9/20,51.37,172.81,90.74,37.50
3/10/20,55.58,184.35,97.80,39.50
3/11/20,50.79,171.89,93.19,36.87
3/12/20,43.26,150.68,85.51,31.31
3/13/20,51.04,177.17,100.91,37.50
3/16/20,41.19,154.66,85.81,31.65
3/17/20,40.25,158.67,91.06,33.79
3/18/20,36.43,140.02,81.47,30.75
3/19/20,39.64,149.49,82.84,30.92
3/20/20,38.06,138.41,81.09,29.67
3/23/20,35.39,134.97,76.75,27.81
3/24/20,40.66,153.60,85.88,33.22
3/25/20,41.86,155.13,89.08,33.99
3/26/20,46.02,165.79,95.29,35.71
3/27/20,43.80,158.34,88.50,34.01
3/30/20,44.08,159.62,90.80,34.84
3/31/20,42.12,154.59,87.43,34.00
4/1/20,38.51,145.29,81.93,31.62
4/2/20,39.23,149.93,84.99,33.90
4/3/20,37.49,146.93,82.47,33.85
4/6/20,41.12,158.23,87.78,37.01
4/7/20,41.25,166.02,88.94,36.94
4/8/20,44.26,176.96,92.53,39.37
4/9/20,47.41,184.26,100.83,41.08
4/13/20,46.68,179.18,96.35,39.58
4/14/20,45.42,178.23,93.71,39.86
4/15/20,42.86,178.52,89.09,38.40
4/16/20,40.52,177.04,85.69,38.36
4/17/20,45.45,183.49,93.39,39.09
4/20/20,44.01,180.40,89.99,38.36
4/21/20,41.57,173.81,87.38,36.95
4/22/20,42.24,175.98,87.66,37.81
4/23/20,42.46,175.05,87.71,37.47
4/24/20,43.10,177.00,89.01,37.97
4/27/20,46.56,183.54,92.85,39.31
4/28/20,47.21,187.01,93.50,40.13
4/29/20,50.26,190.03,96.02,40.79
4/30/20,48.56,183.42,93.96,39.43
5/1/20,45.52,177.10,91.50,38.40
5/4/20,45.12,176.03,90.41,38.09
